Test/align_loss,Test/loss,Test/pred_loss,Test/sup_clip_loss,Train/align_loss,Train/loss,Train/pred_loss,Train/sup_clip_loss,Val/align_loss,Val/loss,Val/pred_loss,Val/sup_clip_loss,epoch,step
,,,,,,,,0.055928416550159454,2.224195718765259,1.845608115196228,0.3226592242717743,59,839
,,,,0.04716312885284424,2.0230250358581543,1.6823562383651733,0.2935057282447815,,,,,60,849
,,,,,,,,0.054798420518636703,2.218445301055908,1.841875672340393,0.32177144289016724,60,853
,,,,,,,,0.05395117774605751,2.2127301692962646,1.837992787361145,0.32078641653060913,61,867
,,,,,,,,0.05300651490688324,2.207887649536133,1.83488929271698,0.3199920654296875,62,881
,,,,,,,,0.05211956799030304,2.203589916229248,1.832196593284607,0.319273978471756,63,895
,,,,0.04434123635292053,2.142319917678833,1.786857008934021,0.31112146377563477,,,,,64,899
,,,,,,,,0.05133765563368797,2.1997175216674805,1.82972252368927,0.3186572790145874,64,909
,,,,,,,,0.05045200511813164,2.1947834491729736,1.82636296749115,0.3179684281349182,65,923
,,,,,,,,0.049461059272289276,2.1916985511779785,1.8246915340423584,0.31754595041275024,66,937
,,,,0.03935665637254715,2.0474655628204346,1.7065998315811157,0.30150896310806274,,,,,67,949
,,,,,,,,0.048671919852495193,2.186661720275879,1.8210761547088623,0.3169134557247162,67,951
,,,,,,,,0.048416148871183395,2.1863017082214355,1.821297526359558,0.31658798456192017,68,965
,,,,,,,,0.047372229397296906,2.180555582046509,1.8170446157455444,0.3161388039588928,69,979
,,,,,,,,0.04672719165682793,2.1779098510742188,1.8155081272125244,0.31567442417144775,70,993
,,,,0.037572454661130905,1.9076361656188965,1.5899096727371216,0.28015395998954773,,,,,71,999
,,,,,,,,0.045768190175294876,2.1766953468322754,1.8155994415283203,0.3153277635574341,71,1007
,,,,,,,,0.04498310387134552,2.171569347381592,1.8115586042404175,0.3150274157524109,72,1021
,,,,,,,,0.04437965899705887,2.169743537902832,1.8107134103775024,0.31465044617652893,73,1035
,,,,0.035922009497880936,2.0261266231536865,1.6939046382904053,0.2962999939918518,,,,,74,1049
,,,,,,,,0.043685924261808395,2.166444778442383,1.8083359003067017,0.31442299485206604,74,1049
,,,,,,,,0.043099913746118546,2.164273500442505,1.8070539236068726,0.31411978602409363,75,1063
,,,,,,,,0.04241189733147621,2.162024974822998,1.8057478666305542,0.3138654828071594,76,1077
,,,,,,,,0.042042698711156845,2.1610324382781982,1.8052287101745605,0.31376126408576965,77,1091
,,,,0.03456437587738037,1.9612079858779907,1.6323902606964111,0.29425328969955444,,,,,78,1099
,,,,,,,,0.04124901816248894,2.1569292545318604,1.8024166822433472,0.313263475894928,78,1105
,,,,,,,,0.040874797850847244,2.1551902294158936,1.8012027740478516,0.31311261653900146,79,1119
,,,,,,,,0.04023865610361099,2.1547048091888428,1.8013932704925537,0.31307297945022583,80,1133
,,,,,,,,0.039825037121772766,2.1515934467315674,1.7990801334381104,0.3126884698867798,81,1147
,,,,0.032169267535209656,2.0393433570861816,1.7011375427246094,0.30603644251823425,,,,,82,1149
,,,,,,,,0.03915954753756523,2.149737596511841,1.7979986667633057,0.31257951259613037,82,1161
,,,,,,,,0.03862245753407478,2.1479225158691406,1.796926736831665,0.31237348914146423,83,1175
,,,,,,,,0.03858303651213646,2.1482126712799072,1.7974275350570679,0.31220191717147827,84,1189
,,,,0.03160756081342697,2.06248140335083,1.723380208015442,0.30749353766441345,,,,,85,1199
,,,,,,,,0.037927910685539246,2.1452879905700684,1.7951233386993408,0.31223687529563904,85,1203
,,,,,,,,0.03731226548552513,2.1433584690093994,1.794168472290039,0.3118777573108673,86,1217
,,,,,,,,0.03691423684358597,2.1420304775238037,1.7932342290878296,0.31188175082206726,87,1231
,,,,,,,,0.0365060456097126,2.1408021450042725,1.7925478219985962,0.31174808740615845,88,1245
,,,,0.02929200977087021,2.0297224521636963,1.6991713047027588,0.3012591004371643,,,,,89,1249
,,,,,,,,0.03602408990263939,2.1396918296813965,1.792128562927246,0.31153908371925354,89,1259
,,,,,,,,0.03583159297704697,2.1383700370788574,1.7910075187683105,0.31153109669685364,90,1273
,,,,,,,,0.03515886142849922,2.136322498321533,1.7898348569869995,0.3113289177417755,91,1287
,,,,0.027425186708569527,1.9168634414672852,1.6023166179656982,0.28712165355682373,,,,,92,1299
,,,,,,,,0.034951385110616684,2.1355998516082764,1.7894452810287476,0.3112029731273651,92,1301
,,,,,,,,0.03451426327228546,2.1344165802001953,1.788761019706726,0.31114131212234497,93,1315
,,,,,,,,0.03412126377224922,2.1352105140686035,1.789914846420288,0.3111746311187744,94,1329
,,,,,,,,0.03414473310112953,2.1326708793640137,1.7873800992965698,0.31114616990089417,95,1343
,,,,0.026302263140678406,1.9027665853500366,1.5909080505371094,0.2855563759803772,,,,,96,1349
,,,,,,,,0.03339395672082901,2.1313135623931885,1.7869075536727905,0.3110121786594391,96,1357
,,,,,,,,0.03341737389564514,2.1313717365264893,1.7869453430175781,0.31100931763648987,97,1371
,,,,,,,,0.032841756939888,2.1294829845428467,1.7858330011367798,0.3108084201812744,98,1385
,,,,0.024977101013064384,1.9388824701309204,1.625269889831543,0.2886354327201843,,,,,99,1399
,,,,,,,,0.03255341947078705,2.128048896789551,1.7847373485565186,0.31075820326805115,99,1399
0.032374631613492966,2.198148727416992,1.8470414876937866,0.31873267889022827,,,,,,,,,100,1400
